income,loan_amount,interest_rate,previous_loan_status,loan_approved,default_risk_score
522710,537707,12.54,1,0,77.96
397775,142091,7.21,1,0,33.24
489336,1446634,5.28,1,0,100.0
987494,1280478,14.8,1,0,96.01
1856940,943150,14.8,1,0,58.34
1338356,460343,8.78,0,0,36.12
1401193,1344798,5.26,0,0,55.1
745977,264560,12.27,0,0,40.37
1599181,585827,13.31,1,0,43.24
1112606,982196,6.25,0,0,52.58
1089465,1374054,6.35,1,0,77.68
733636,471743,13.22,1,0,59.54
1141218,983133,14.22,0,0,72.41
238102,1460038,12.91,0,0,100.0
274460,469924,7.01,1,0,100.0
1613354,117300,9.12,0,0,16.96
1338506,441407,11.01,0,0,34.47
1779665,857274,6.6,1,1,39.12
1876014,1289861,7.11,1,0,46.21
1976203,1475036,7.83,0,0,49.06
379208,1197547,10.1,1,0,100.0
1403273,1036410,10.11,0,0,54.69
413945,88744,13.14,1,0,32.29
431915,428226,12.53,1,0,73.74
927952,369586,14.14,1,0,43.46
408124,660278,13.33,1,0,100.0
637477,419061,7.54,1,1,50.87
725830,284975,8.31,1,1,34.4
1532397,577938,10.0,0,0,39.53
1426380,619405,5.14,1,1,29.97
1954279,839622,14.04,1,0,53.86
239081,98113,5.44,1,0,33.69
918216,189861,8.22,1,1,25.47
555249,1130701,10.69,1,0,100.0
1468506,1328343,10.18,0,0,61.97
1005497,442144,11.54,1,1,47.69
717313,984963,10.28,0,0,88.75
1463108,740778,7.29,0,0,37.21
812380,228157,7.01,0,0,32.26
1767908,393243,14.07,1,0,38.16
1565413,303807,7.64,0,0,25.42
1537682,661709,7.81,1,1,40.71
1276871,1279959,9.13,1,0,71.71
1262383,794854,6.39,0,0,45.64
1684140,1296715,10.07,0,0,62.52
357504,121017,11.65,0,0,44.75
1486643,595648,12.86,1,0,50.1
1733584,552394,12.11,0,0,38.64
892440,307137,6.48,1,1,29.14
594540,1399651,9.56,1,0,100.0
717923,1154399,5.39,1,0,94.55
1415557,874464,5.18,1,1,37.47
944699,821279,9.4,1,1,60.82
219870,1117383,7.53,1,0,100.0
1152082,713431,11.83,1,1,55.57
1451772,627701,12.24,0,0,47.68
448683,731509,13.95,1,0,100.0
1483253,1168824,12.61,1,0,66.99
226790,302515,5.48,0,0,76.47
1891738,1209070,8.72,1,0,47.51
1011721,823931,7.73,1,1,60.74
648345,659723,8.86,1,1,69.48
949074,594075,6.6,1,1,42.02
1736038,333126,5.98,1,1,26.39
1788349,300768,10.21,0,0,27.7
1334764,596894,12.2,1,0,48.24
729036,822783,12.02,0,0,82.71
1990705,1332443,9.51,1,0,51.71
1913371,162223,10.22,1,1,25.04
990141,976097,10.16,0,0,67.01
848249,1049647,11.92,1,0,85.37
1278931,433609,5.48,0,0,26.02
911131,1057851,12.1,0,0,82.73
651015,463811,10.82,1,1,58.96
1654908,618482,6.98,0,0,33.79
356542,338997,5.49,1,0,61.29
1421992,1434439,6.09,0,0,58.03
505062,201733,10.25,0,0,36.26
1812162,755853,12.58,0,0,43.07
1750284,693012,8.35,1,1,41.36
1066651,1336353,8.79,0,0,83.23
1310205,217567,14.34,1,0,41.22
1576760,1112279,7.13,1,0,47.25
1741310,1020584,6.04,0,0,42.12
955195,998319,8.43,0,0,69.67
490160,997069,12.46,1,0,100.0
1796824,953923,11.26,1,1,51.24
413920,1157029,9.16,1,0,100.0
1491380,869593,14.65,1,0,60.23
1625541,1285639,12.35,1,0,67.13
1709433,426440,5.62,1,1,21.6
1753068,288411,12.45,1,0,37.58
853983,1074603,5.24,0,0,73.58
1664492,869781,11.5,0,0,51.46
1021052,621386,7.1,1,1,46.92
328148,1469155,11.96,1,0,100.0
1734837,1150566,8.1,0,0,47.59
1604116,1429641,13.73,1,0,73.69
1441290,741898,8.37,1,1,38.35
931899,674860,11.2,1,1,63.42
483876,1066783,7.86,0,0,100.0
459747,1367933,14.17,1,0,100.0
815650,1223269,12.81,0,0,100.0
623570,225295,7.43,0,0,29.79
475987,835786,14.49,0,0,100.0
1227512,380515,8.57,1,1,35.68
838353,1166850,11.52,1,0,90.14
1058158,316278,12.43,1,0,35.75
217640,613889,5.23,1,0,100.0
252528,327834,14.59,1,0,97.97
459214,1362629,8.44,0,0,100.0
1170240,1451959,6.9,0,0,77.79
701108,1440752,13.51,1,0,100.0
834421,586350,12.03,1,0,56.82
1617077,387530,5.87,1,1,20.16
1972802,1234801,6.17,1,0,48.36
1398735,1240129,12.15,1,0,68.84
1421078,1197846,5.75,1,0,49.79
355576,768960,14.17,1,0,100.0
1124618,659269,12.42,1,0,53.22
1065291,678758,8.35,1,1,49.0
1086089,138887,8.63,1,1,20.47
1128479,1442262,10.06,1,0,81.8
1259599,885544,8.61,1,1,55.21
745735,192012,12.83,1,0,37.71
588043,336629,14.75,1,0,53.14
1534679,663587,10.85,1,1,38.86
266203,567537,9.46,1,0,100.0
1105588,444283,7.23,1,1,30.15
360775,857039,11.53,1,0,100.0
1257913,290491,11.86,1,1,37.55
770715,307808,11.85,0,0,43.47
1763299,808271,5.27,1,1,33.28
1572249,840417,13.99,1,0,55.69
564167,200635,8.38,1,1,37.43
1595385,752682,12.44,1,0,45.06
1878651,1070346,12.6,1,0,50.42
887281,766605,11.51,1,1,62.43
1544027,1379328,8.95,0,0,66.93
620571,1072179,11.08,1,0,100.0
1375592,1034766,5.4,1,0,44.34
991267,1059622,12.62,0,0,75.89
1793023,762585,6.0,1,1,35.52
697562,302773,8.97,1,1,34.93
1951541,329365,6.04,1,1,22.78
583934,884938,13.37,0,0,100.0
517428,857400,10.5,0,0,99.42
1567763,439821,11.91,1,1,34.71
1242892,263678,11.83,0,0,29.29
890907,230580,13.42,1,0,35.87
282844,222903,6.33,1,0,53.23
1800396,490523,11.6,1,1,32.27
1413997,152951,10.75,0,0,26.17
322402,944738,5.31,1,0,100.0
1366588,355745,7.01,1,1,31.1
638661,122178,7.68,1,1,24.67
598929,266383,5.73,0,0,30.12
780466,1258402,8.55,0,0,95.61
773695,1010814,5.27,1,0,77.59
663556,119893,10.53,1,1,26.22
775278,398943,7.12,1,1,37.29
1193176,563223,7.87,0,0,44.3
1378049,1373921,14.1,1,0,73.11
1183049,970243,10.03,1,1,57.59
678007,1373951,7.69,0,0,100.0
1044573,1355258,10.98,1,0,82.85
1665585,288886,7.02,1,1,18.05
1567290,485711,5.74,1,1,23.19
1474732,475840,5.21,1,1,28.49
1417540,1240283,14.52,1,0,77.72
725303,471001,12.25,1,0,57.88
1310389,788157,13.0,1,0,52.32
227712,62336,14.81,1,0,40.15
1873361,913907,14.32,1,0,53.41
312816,1180788,12.37,1,0,100.0
1377354,911811,11.94,0,0,58.61
1835156,1144167,8.37,1,0,48.66
485977,898182,6.04,1,0,100.0
335230,932566,10.74,0,0,100.0
1966616,478670,10.76,1,1,30.42
1006741,899104,14.52,0,0,77.28
469114,339372,9.43,0,0,52.94
1583194,64429,11.91,0,0,24.18
1204208,1182870,10.75,1,0,71.1
351456,1476297,6.77,1,0,100.0
1062312,1282663,10.92,1,0,80.09
1354146,924506,10.4,1,1,59.11
470846,1429656,9.94,1,0,100.0
200404,1310555,10.13,1,0,100.0
1158447,893810,6.64,0,0,46.89
903286,87310,9.63,1,1,27.17
1523483,676115,11.06,1,1,40.99
1922320,249899,9.89,0,0,29.01
915460,478472,9.89,0,0,42.4
1084574,257500,5.78,1,1,22.6
1913796,149862,6.91,1,1,20.02
435365,1070498,8.21,0,0,100.0
542786,351033,9.19,0,0,48.86
1299188,1412148,10.94,0,0,77.9
1010006,422646,13.63,1,0,45.06
400244,480423,6.59,1,0,77.71
1253385,624543,5.15,0,0,32.1
363273,417968,9.49,0,0,79.01
1957266,1321179,9.32,1,0,55.42
1393104,841841,10.52,0,0,50.0
1755540,1141014,13.33,1,0,55.72
1698189,291482,13.02,0,0,31.28
1287341,815598,6.0,0,0,48.53
1564652,835372,14.34,1,0,57.63
1134604,844301,6.1,1,1,48.91
1043523,544476,11.35,1,1,46.36
746237,762222,11.72,1,1,69.7
1449728,531153,11.8,1,1,43.62
1548464,1305950,7.65,1,0,62.04
900903,387766,8.3,1,1,34.19
292193,131948,10.49,1,0,46.1
1284763,304657,7.0,0,0,22.39
705950,1386316,5.2,0,0,100.0
1386887,1139100,10.62,0,0,61.01
1110886,204404,9.65,1,1,30.62
1000921,160160,11.57,1,1,35.4
708153,1245412,6.47,0,0,100.0
1437665,530891,13.41,1,0,49.49
786165,1266018,6.46,0,0,90.79
1684917,618933,13.91,1,0,50.97
1560642,434903,9.5,1,1,36.66
818362,1367964,10.5,1,0,100.0
887409,831608,13.97,0,0,73.93
761419,1184077,8.0,1,0,98.02
840053,1216026,6.82,1,0,81.8
1060395,1377676,9.46,1,0,83.42
1879748,1007977,7.44,0,0,43.93
325917,981398,10.28,0,0,100.0
1010717,1299234,7.75,1,0,82.3
1548346,786618,13.64,1,0,51.29
898168,430572,11.07,1,1,43.6
681680,1375930,5.0,1,0,100.0
1171375,938513,13.05,1,0,66.6
481342,219746,8.3,1,0,43.17
739542,150025,8.2,0,0,28.3
1292814,1249728,8.83,0,0,65.21
201252,234484,11.3,1,0,82.36
1026196,240043,9.42,0,0,33.04
1064141,896278,11.29,1,1,69.07
1734026,1164056,6.47,1,0,48.55
515826,817128,14.7,1,0,100.0
1570214,365104,12.3,1,0,34.96
805605,284622,7.5,1,1,36.58
527359,484368,12.24,0,0,73.33
1851451,787371,10.75,1,1,38.54
206949,1217498,6.09,1,0,100.0
963185,566576,6.78,1,1,43.36
517537,1404596,5.41,0,0,100.0
1977489,930979,13.09,1,0,50.37
862301,779024,10.52,1,1,63.14
750222,886659,8.17,1,1,77.51
980722,1183009,6.26,0,0,70.62
1703678,123704,9.84,1,1,19.81
1586465,581149,10.25,1,1,34.64
676467,288366,12.02,1,0,45.26
556600,374058,14.7,1,0,60.0
1564133,1162464,9.35,1,0,59.41
1174304,915718,9.06,1,1,52.14
1553038,635581,8.7,1,1,41.3
450875,263596,13.27,1,0,55.98
663389,118515,6.56,1,1,26.27
270390,466740,8.44,1,0,100.0
907689,319209,12.25,1,0,38.11
453490,1263013,5.16,1,0,100.0
1815952,991208,7.89,0,0,45.14
1496516,238929,11.41,0,0,29.53
565340,1235270,6.86,1,0,100.0
633027,920229,8.03,0,0,87.81
1756617,291540,9.86,1,1,25.36
1566199,1067507,9.22,1,0,50.99
1465040,1062211,6.06,1,0,48.44
1991305,296476,14.38,0,0,38.23
1759312,1079237,5.44,0,0,46.18
1565843,1046836,12.5,1,0,54.87
850199,1463110,5.71,1,0,99.26
423777,1457576,9.67,1,0,100.0
1059909,475910,6.75,1,1,33.16
1254145,72995,6.41,0,0,17.07
794124,928752,6.26,0,0,73.76
828861,491168,9.53,1,1,53.47
629802,1090532,10.15,1,0,100.0
458090,739197,6.33,1,0,89.92
1915951,1169375,14.79,0,0,57.35
1293578,549471,7.58,0,0,39.01
971954,805027,9.59,1,1,60.86
861614,1135852,7.16,1,0,78.19
879574,1295703,9.94,0,0,93.25
698870,366759,12.56,1,0,55.51
1460367,539858,10.21,0,0,41.46
402846,60514,7.86,1,0,22.74
1910026,97456,7.48,0,0,22.32
866997,57233,12.59,1,0,31.43
1926351,1361822,6.18,0,0,42.77
1272647,1164709,8.7,0,0,59.28
1831107,883147,6.51,1,1,37.67
1228455,946977,7.58,1,1,52.2
1112259,678373,6.53,1,1,46.68
372312,683389,13.87,0,0,100.0
1505794,1498048,12.32,1,0,71.79
1463455,1207260,10.61,1,0,65.1
1612290,1425520,7.24,1,0,59.04
626650,669225,10.1,0,0,72.52
531868,1307848,10.21,0,0,100.0
1801596,1319570,10.9,1,0,59.07
1894329,1037886,5.6,1,0,39.95
1128818,177602,14.73,1,0,32.95
1665746,862002,9.65,1,1,46.03
257108,1400093,14.27,1,0,100.0
1729297,1403739,5.1,1,0,50.72
1359771,243691,7.48,1,1,21.14
1285244,328187,6.04,1,1,25.99
485205,282362,12.7,0,0,50.97
1589972,247008,8.2,0,0,20.4
1812613,331383,13.4,0,0,32.83
330560,1240064,13.32,1,0,100.0
1247172,918408,11.68,1,1,55.51
1615400,598694,11.66,1,1,44.15
347979,1362595,12.0,1,0,100.0
1398425,545288,11.74,1,1,43.9
948589,1497544,8.87,0,0,99.41
251745,529969,11.83,1,0,100.0
1619184,259097,13.97,1,0,32.9
291865,444569,8.33,0,0,90.71
1461466,732346,14.45,0,0,55.95
1272200,1054411,5.14,0,0,49.27
223321,1072405,8.49,1,0,100.0
603704,851123,6.32,0,0,79.48
1009006,250919,6.27,1,1,24.59
1422869,884507,13.15,1,0,58.63
1127982,1109370,14.18,1,0,73.25
386717,249542,12.78,1,0,60.98
1228202,1436650,14.77,1,0,92.4
1629551,1140284,7.16,0,0,46.24
383868,943061,6.41,0,0,100.0
859792,1273045,10.21,0,0,92.59
295257,697601,13.29,1,0,100.0
788579,857784,5.4,1,1,63.25
410176,1454568,14.96,1,0,100.0
390471,810956,11.02,1,0,100.0
1114032,1056425,14.79,0,0,80.48
672930,881431,8.65,1,1,85.45
1991667,213543,9.58,0,0,21.48
1767438,421557,12.52,0,0,33.54
1724350,549964,12.93,1,0,44.6
1117559,104213,7.33,1,1,18.23
835605,950341,14.3,0,0,89.96
1388365,849458,13.67,1,0,62.36
589593,1337273,5.18,1,0,100.0
1015131,397328,6.29,0,0,32.16
1322262,55435,9.96,0,0,18.97
267661,189565,9.61,1,0,58.46
768535,1301875,12.08,1,0,100.0
1493697,895753,5.9,1,1,40.49
1920684,970267,11.45,0,0,46.35
1615833,1381109,11.16,1,0,69.64
466765,81498,7.34,1,0,19.59
1394682,937977,10.42,1,1,58.37
1507506,610113,7.22,0,0,34.24
860482,1377654,6.47,1,0,88.47
1004462,579862,10.73,1,1,52.61
1069270,969091,14.77,1,0,70.86
648874,92782,7.37,1,1,19.26
1811502,1071728,8.55,1,0,49.68
1053499,497628,7.57,1,1,35.31
1223980,1159137,7.66,1,0,60.93
318033,520440,9.04,1,0,98.51
830265,971913,12.02,1,0,83.46
813157,514535,5.39,1,1,45.32
1878050,601039,14.57,1,0,42.45
1021106,1398894,5.46,0,0,76.48
1415502,106572,13.81,1,0,28.6
1819135,466443,13.94,0,0,39.52
1060120,86069,10.24,1,1,24.89
631734,787550,6.37,0,0,70.21
1621796,862802,10.65,1,1,50.7
865627,832533,11.29,1,1,74.94
421897,979090,13.58,0,0,100.0
201062,755591,10.51,1,0,100.0
1496312,437902,9.11,0,0,33.1
1823312,734659,13.38,1,0,50.05
295462,1189291,14.81,1,0,100.0
1648021,1169369,11.45,1,0,62.35
1698585,489717,13.74,1,0,45.76
970173,762494,10.99,1,1,57.69
772203,685960,11.9,1,1,68.15
1515352,452993,11.88,1,1,33.96
1877456,1240897,12.05,1,0,54.97
858956,1119966,8.21,1,0,84.73
1620499,1118945,10.76,0,0,60.8
1647960,193953,10.94,0,0,31.9
1880963,1370307,8.15,0,0,48.15
731849,274872,8.5,1,1,40.05
667010,517543,12.62,1,0,67.26
1855016,943441,10.83,0,0,50.77
1897900,531127,6.49,0,0,31.12
586193,531363,13.38,1,0,71.97
226734,812922,13.83,0,0,100.0
1123875,975337,9.66,1,1,57.92
226069,1145589,7.09,1,0,100.0
1983841,691629,14.48,1,0,47.82
737198,964217,13.82,0,0,91.41
1584199,1245402,7.44,1,0,54.15
670951,681872,5.96,1,1,59.05
281264,128113,9.41,0,0,46.35
223275,539847,11.76,1,0,100.0
796562,1133858,6.75,1,0,84.12
1723241,217809,10.13,0,0,26.01
562920,336268,9.25,1,1,43.45
391076,445412,13.91,0,0,86.44
1442629,442515,9.3,1,1,34.32
1202163,146651,10.34,1,1,26.75
1958489,1345125,14.55,0,0,66.62
772735,135395,8.0,0,0,22.17
1112826,585633,7.89,1,1,45.7
799991,960976,13.0,1,0,89.71
1062522,1491149,7.78,1,0,89.0
1003692,415837,13.32,1,0,45.77
1361157,1183859,5.96,1,0,52.03
1514532,1143060,6.11,0,0,49.71
621240,651802,14.01,1,0,78.08
1962592,1188711,10.41,1,0,46.63
1102580,347915,12.19,1,0,37.95
1144789,238726,7.25,0,0,24.62
1209940,264223,6.66,1,1,20.37
316421,946716,13.35,1,0,100.0
725893,1215975,8.59,1,0,100.0
1712950,565609,9.55,1,1,31.97
272303,1063071,5.28,1,0,100.0
358211,1279221,8.86,0,0,100.0
1194653,748093,12.7,1,0,54.34
387210,1227920,13.21,0,0,100.0
1062557,1241408,11.99,0,0,80.62
344990,673538,11.92,1,0,100.0
1407094,337906,10.06,1,1,28.88
324040,1280634,10.38,1,0,100.0
868406,1269748,12.43,1,0,100.0
1771714,1234592,7.47,1,0,51.3
618034,98825,7.32,1,1,21.97
956254,63877,14.5,0,0,31.01
1233255,473206,5.28,1,1,25.6
990756,179065,6.39,0,0,20.39
995543,682731,10.7,1,1,56.71
1155614,411756,12.38,1,0,46.56
740677,167674,10.38,0,0,35.41
1895041,1213650,8.55,0,0,44.44
1552147,567257,14.78,1,0,44.22
1197083,446474,12.04,1,0,46.21
1932682,1350457,13.31,1,0,65.95
1371459,81629,5.4,1,1,9.33
1991822,1005083,7.36,1,0,41.96
962501,1252606,8.74,1,0,81.21
587952,852207,6.83,1,1,84.78
312221,739567,5.73,0,0,100.0
1230117,1077442,7.25,1,0,61.4
999666,312199,10.34,1,1,34.04
460669,823372,11.96,1,0,100.0
959224,1187273,12.74,1,0,88.73
1039873,738233,5.43,1,1,46.53
725134,1200081,9.28,0,0,100.0
1783818,1441440,6.22,1,0,48.02
1589959,1254966,9.31,0,0,53.13
444761,83734,9.34,0,0,28.6
1032946,263299,9.98,1,1,32.95
1074668,723882,13.93,1,0,57.25
337541,192728,13.05,1,0,54.57
1147609,721253,11.37,0,0,56.74
264323,852925,13.85,1,0,100.0
816210,446848,11.78,0,0,51.11
1437715,670160,13.19,1,0,51.87
1429024,1056152,10.64,1,0,54.95
1949523,373923,10.25,1,1,29.66
1154480,743812,12.24,1,0,53.17
435659,1481907,5.2,0,0,100.0
589678,1215179,11.9,1,0,100.0
1054016,702168,14.35,1,0,58.23
1353113,672696,12.14,1,0,44.89
1064909,871247,5.37,1,1,48.31
441983,99297,8.78,1,0,29.66
1815397,110107,13.1,1,0,26.13
988260,394937,14.59,1,0,46.91
1250493,459898,8.7,1,1,37.81
482762,342552,13.41,0,0,59.78
1805118,714197,13.64,0,0,46.04
986275,1245055,6.23,0,0,79.87
1616012,1258957,13.46,1,0,69.12
1758506,1191766,8.24,0,0,47.92
771650,826644,10.93,0,0,76.4
482272,1316560,10.39,1,0,100.0
585925,574658,11.63,1,1,76.3
966641,1474932,12.4,1,0,100.0
914743,836918,9.41,1,1,65.18
789833,600901,13.88,0,0,69.68
1330756,53196,13.09,1,0,23.72
1860822,1324585,12.85,0,0,62.57
603081,901271,9.58,1,1,93.05
1119723,556528,5.38,0,0,39.71
501953,620141,9.92,1,1,86.22
578892,737635,13.98,0,0,88.37
205287,908811,6.9,1,0,100.0
1506241,1214650,14.83,0,0,67.72
1257088,617497,13.08,0,0,46.73
856702,1009991,12.1,1,0,82.98
1704868,806355,11.77,0,0,47.32
1357448,1352092,10.87,1,0,72.27
293070,674588,12.21,1,0,100.0
1852631,1475402,9.22,1,0,53.89
822117,107175,13.45,1,0,34.64
1144118,1200127,11.96,1,0,80.51
1678050,855408,12.71,1,0,50.46
1211293,442761,12.92,1,0,40.18
1290654,631154,5.92,0,0,32.15
1617008,167752,5.56,0,0,14.12
807812,303564,13.01,0,0,47.33
427645,343257,7.59,1,0,52.92
1785083,1314008,10.82,1,0,61.59
986667,215486,9.44,1,1,33.0
1553649,721502,5.22,1,1,33.23
1375885,1080114,5.4,1,0,48.06
1578164,820488,13.27,1,0,53.51
1912503,1432212,11.08,1,0,62.71
1088266,1309112,10.24,1,0,76.27
1712584,1175269,14.44,1,0,67.73
1969377,1133711,6.73,0,0,43.7
546699,515448,7.58,1,1,61.28
1584418,186262,12.57,1,0,31.08
586594,54331,12.75,0,0,28.99
972608,1281834,9.05,1,0,83.12
1909351,1389269,14.51,0,0,66.36
1940095,262854,14.38,1,0,31.14
1292501,600049,5.12,0,0,30.21
1244027,839694,6.72,1,1,44.46
337023,1018763,13.2,1,0,100.0
1335964,909004,8.35,1,1,49.43
732295,830080,5.95,1,1,70.8
1506378,234544,12.85,1,0,31.08
1683624,400002,9.55,1,1,26.55
258596,1183243,9.92,1,0,100.0
1148027,54677,6.86,0,0,11.21
551005,254580,11.61,1,1,41.7
1073172,180334,10.51,1,1,33.01
1788388,413581,7.07,1,1,27.68
722244,1018121,8.4,0,0,92.24
1661074,461811,10.97,0,0,31.04
879290,649559,14.25,1,0,68.93
699097,608745,14.2,1,0,73.9
849789,616819,7.88,0,0,53.46
1396632,254335,12.36,1,0,32.39
1262636,516516,12.76,0,0,44.74
1986921,244243,13.09,1,0,35.78
1725848,307231,10.71,1,1,32.46
1767121,823589,5.11,1,1,35.23
1029735,667423,12.62,0,0,52.95
1438855,640642,6.07,0,0,31.25
930406,687031,6.17,1,1,53.89
1933223,818741,11.06,1,1,42.84
1288287,1300844,14.84,1,0,82.98
1391602,966094,7.43,1,1,48.46
535484,145057,11.46,1,1,39.11
665317,1136985,8.04,0,0,97.72
1189024,296889,13.99,0,0,35.89
418134,477686,10.94,1,0,78.66
1351550,199457,7.07,1,1,22.44
1398222,373860,7.62,1,1,26.85
1650976,925584,9.32,1,1,48.83
1398744,1124958,6.22,0,0,52.61
1840592,126675,5.79,1,1,19.3
889376,1065100,11.8,1,0,79.33
1784110,596707,9.07,1,1,30.53
638774,1060825,12.26,1,0,100.0
711937,131238,6.1,1,1,23.11
611597,1092536,11.1,0,0,100.0
1114228,1324401,9.43,1,0,73.57
1153959,324541,5.58,0,0,29.6
292263,1418608,10.45,1,0,100.0
1121522,1133745,5.83,0,0,64.85
1784166,636470,13.28,0,0,48.52
1053938,928908,11.32,0,0,67.49
1814021,1257989,10.57,0,0,54.76
1827781,227216,6.33,1,1,18.68
1472386,504988,7.87,1,1,35.66
1345222,129360,9.93,1,1,27.36
545266,488863,11.33,1,1,68.58
1738601,173662,6.83,0,0,15.84
680703,1197419,5.09,1,0,100.0
1174323,847406,8.45,0,0,54.45
543054,686438,9.83,0,0,80.07
1106862,524768,6.84,0,0,37.19
1516128,275121,9.92,1,1,33.89
1307955,975581,8.38,0,0,52.34
1273629,872922,9.55,1,1,49.53
1651238,699001,8.47,1,1,33.32
1904858,1154188,11.28,1,0,49.7
298723,674762,5.43,1,0,100.0
775644,1396879,6.71,1,0,100.0
1521509,1051040,9.33,1,0,49.76
1053088,981310,8.56,0,0,67.34
1280730,259417,8.92,1,1,23.83
1462518,261463,13.04,0,0,39.09
464480,943844,13.86,1,0,100.0
1614397,318602,7.49,1,1,25.96
481173,347668,13.36,1,0,59.44
1045633,712213,9.59,1,1,52.14
1280841,1401197,7.74,0,0,66.04
1613636,1392942,14.85,1,0,73.66
1491898,592608,13.25,1,0,44.82
1234057,144154,14.94,1,0,39.24
1423520,626531,6.68,0,0,32.18
1819061,460568,6.44,1,1,23.34
1696972,143476,10.03,1,1,21.06
1403358,164560,11.39,1,1,29.28
1933422,970707,6.71,1,1,34.64
1320483,1399987,13.6,1,0,77.1
402967,919241,10.32,1,0,100.0
1551351,599656,9.11,1,1,33.29
1639758,1391704,11.02,1,0,66.91
1530823,1302566,11.35,1,0,61.29
264772,1356057,5.43,1,0,100.0
326108,50801,15.0,0,0,42.77
1262958,680826,8.64,1,1,40.97
1332867,948633,5.62,1,1,44.44
563339,659557,13.52,1,0,89.56
1907692,977473,14.93,0,0,56.74
1531329,348113,13.16,1,0,37.61
347550,141679,13.52,1,0,48.05
1480626,731065,11.26,1,1,45.16
632882,1389083,14.22,0,0,100.0
537827,1260368,5.36,0,0,100.0
1247843,977476,12.67,1,0,65.93
1740889,662236,11.71,1,1,46.76
1635434,1317764,5.5,1,0,52.07
1903194,326999,10.44,1,1,29.59
795603,479385,10.15,1,1,55.18
588349,1360253,11.92,1,0,100.0
1262729,227476,5.78,0,0,16.99
1226919,1249217,13.05,0,0,73.63
1849189,699362,6.39,1,1,36.58
1489349,628725,9.19,1,1,41.01
1303894,206810,13.81,1,0,33.61
594030,974276,10.61,1,1,100.0
1625753,1188986,8.8,1,0,49.73
276077,1118307,5.48,1,0,100.0
1076906,715491,11.72,1,1,60.74
333515,902756,14.87,0,0,100.0
1193497,235169,14.12,1,0,42.51
1455564,315033,12.17,1,0,34.4
325885,583857,6.05,1,0,100.0
1096209,1305325,7.39,1,0,74.15
741656,1183768,6.87,1,0,97.36
870688,1185730,8.55,1,0,90.11
388014,258542,7.36,1,0,52.36
291751,1206649,7.44,0,0,100.0
430203,1318470,11.17,1,0,100.0
1013738,569235,8.19,0,0,45.63
895275,844044,11.77,1,1,66.65
1023651,470547,14.48,1,0,48.33
1460527,892329,11.38,1,1,50.22
1753731,1243582,12.52,0,0,59.13
395716,938976,12.52,1,0,100.0
784567,224588,8.31,1,1,29.27
515172,1395349,5.15,0,0,100.0
1090695,174746,5.55,1,1,14.58
200126,594719,7.82,1,0,100.0
1038761,1286381,11.9,1,0,87.29
1276208,1083290,14.07,1,0,66.58
700315,481231,14.59,1,0,66.39
1969246,805398,5.26,0,0,32.44
1358521,605673,14.9,1,0,51.99
517320,382343,8.22,1,1,53.92
1499445,1399397,13.43,1,0,73.55
941426,1216680,6.8,1,0,73.76
698716,1111394,5.63,1,0,93.14
1243917,531438,8.78,1,1,39.04
1423975,375145,13.59,1,0,37.08
662120,205049,7.21,1,1,31.71
1383445,624120,6.54,1,1,37.59
378954,658278,14.1,1,0,100.0
869078,1308542,14.38,0,0,100.0
1283136,1170780,5.13,1,0,55.45
484260,95784,12.27,0,0,31.24
332717,1108497,8.09,1,0,100.0
1427171,1354140,8.75,1,0,65.91
848373,663794,9.69,0,0,55.21
579862,1172984,9.27,1,0,100.0
694592,1103498,10.15,0,0,100.0
1348734,513144,10.82,1,1,44.03
1957109,1150911,9.66,1,0,47.72
1417078,855983,12.02,0,0,57.49
1681074,1249029,12.19,1,0,64.98
530388,949751,9.4,1,1,100.0
1915630,367817,6.42,1,1,27.02
518408,72948,11.41,1,1,28.68
668276,666552,12.73,1,0,72.31
1214920,109072,11.38,0,0,25.17
257545,1428280,10.88,1,0,100.0
711411,116691,7.29,1,1,25.84
1025656,715442,11.45,1,1,60.01
1220020,1444825,8.35,0,0,78.79
1084377,57086,14.2,1,0,29.83
213224,439962,11.54,1,0,100.0
240738,642141,7.78,1,0,100.0
1142654,1462645,9.73,1,0,84.72
1429336,1430747,13.47,1,0,79.94
1217433,1376636,8.35,1,0,77.13
666725,851680,10.25,1,1,84.13
863937,992529,11.8,1,1,85.32
1780934,813210,12.55,1,0,44.96
1374737,622668,6.74,1,1,36.27
1781530,1415265,10.65,1,0,58.16
1044193,1195070,14.12,0,0,82.35
498512,165981,14.68,0,0,50.54
862143,216305,11.56,1,1,38.84
766202,66304,14.84,1,0,29.12
1450155,1081477,10.71,0,0,56.39
852026,1372014,9.43,1,0,96.43
1196530,338569,10.52,1,1,31.66
971253,774071,6.16,1,1,54.14
704471,1073657,9.02,1,0,94.91
1578246,1209353,9.58,1,0,57.01
1006388,1060815,13.49,0,0,76.58
1467543,452641,12.59,1,0,38.38
583152,667752,11.01,1,1,77.83
1154652,1012494,8.47,1,0,63.64
294270,852523,6.87,1,0,100.0
1245482,1352750,8.48,0,0,68.11
1791961,705362,11.8,1,1,41.7
1914331,1352466,7.63,1,0,48.39
1395889,624699,9.27,1,1,36.36
358768,484174,8.87,0,0,82.41
1495302,1357477,12.66,1,0,74.73
770451,145696,13.84,0,0,40.56
219816,726067,11.99,1,0,100.0
1167344,720608,8.42,1,1,46.37
957907,1019224,9.33,1,0,69.97
514997,720397,6.43,1,1,79.28
